state,county,isMetro,parents_count,children_count,housing_cost,food_cost,transportation_cost,childcare_cost,median_family_income
TX,Sutton County,False,1,4,11628.0,9255.56,17363.57,9280.94,62422.81
ND,Foster County,False,1,0,7548.0,3351.17,13806.61,0.0,94211.29
FL,Pasco County,True,2,1,14521.0164,7978.01,12575.43,7498.92,67147.23
AL,Fayette County,False,2,3,9624.0,11860.32,15358.0,13730.64,52757.3
MO,Taney County,False,2,0,7260.0,6105.76,13514.15,0.0,55411.64
VA,Rockbridge County,False,1,3,12406.824,9175.19,12999.13,12695.48,69682.47
FL,Indian River County,True,1,2,12708.0,8468.34,11693.48,11887.05,71933.27
TX,Ellis County,True,2,1,14701.8396,6818.01,12939.37,7876.26,88461.06
OK,Texas County,False,1,1,9288.0,4587.12,11725.97,6175.95,62025.43
TX,Stonewall County,False,2,3,12528.0,10469.29,14392.03,9561.1,72273.15
OK,Greer County,False,1,0,6588.0,3320.04,14690.71,0.0,56957.02
AL,Clarke County,False,1,1,7608.0,4480.09,13436.0,4935.02,54376.6
IN,Parke County,False,1,0,6504.0,2801.28,14472.6,0.0,61647.55
GA,Jenkins County,False,2,4,10440.0,13573.45,11949.0,9026.26,40697.22
PA,Allegheny County,True,1,1,11997.60792,4908.22,15102.52,9991.68,87770.01
AK,Sitka City and Borough,False,1,0,10344.0,3227.59,12934.14,0.0,94401.25
AR,Columbia County,False,1,3,10416.0,8697.0,13162.48,10416.45,49350.29
FL,Gadsden County,True,2,1,8407.91676,6983.72,16028.94,5918.14,52053.92
MO,Pulaski County,False,2,2,9492.0,9474.36,14306.17,10027.44,66286.76
GA,McIntosh County,True,1,3,13175.6304,9533.83,13669.47,11668.7,70091.15
IL,Lee County,False,1,3,11040.0,7949.84,11169.03,13458.38,77645.51
NM,Valencia County,True,2,4,15730.6236,13349.47,14283.46,17149.33,56368.64
TX,Navarro County,False,2,1,9876.0,6060.45,14588.01,5071.54,59408.05
SC,Chesterfield County,False,1,0,6684.0,2894.66,14889.6,0.0,51074.33
MO,Grundy County,False,2,4,10344.0,13349.47,14722.6,10232.1,65643.96
GA,Ware County,False,1,1,7836.0,4373.06,12031.0,5137.31,50313.45
TX,Kaufman County,True,2,4,18806.1168,12856.7,16000.42,14910.07,81456.05
KY,Pendleton County,True,2,2,9773.62572,8964.66,13026.67,15286.27,71686.84
NC,Martin County,False,2,0,6492.0,5230.79,14011.08,0.0,48493.91
KY,Campbell County,True,1,4,14923.7436,11267.63,14923.79,19066.44,85672.2
NV,Humboldt County,False,2,4,13896.0,14469.39,12198.38,16051.38,85489.43
NY,Seneca County,False,1,0,8364.0,2739.03,12202.95,0.0,72430.26
KS,Bourbon County,False,1,2,8616.0,6631.29,13208.32,8928.55,53834.44
WV,Wayne County,True,1,2,8716.63992,6071.22,14507.28,15420.18,53795.42
KY,Marshall County,False,2,4,11064.0,12901.5,14271.33,12480.61,76260.32
TX,Martin County,True,2,0,7140.0,5535.13,15431.41,0.0,83879.37
IA,Delaware County,False,1,4,12276.0,10609.14,11005.94,11748.55,78040.84
KS,Elk County,False,1,4,10716.0,11267.63,13958.01,10079.1,59042.5
NC,Anson County,False,1,0,6408.0,2905.04,14525.49,0.0,52531.39
IL,Henry County,True,2,1,8402.1372,6297.19,13685.2,8924.57,78149.68
CO,Dolores County,False,2,1,9000.0,8475.16,13884.76,7341.64,57438.59
MS,Pearl River County,False,2,3,12048.0,11530.86,10329.33,4911.44,58753.96
NJ,Somerset County,True,1,3,28040.8008,11117.82,13505.48,24134.75,141682.48
TX,Washington County,False,1,3,13476.0,8218.82,14607.37,10097.46,72435.39
TN,Hamblen County,True,2,3,12687.5532,10688.93,14481.95,12043.38,56017.47
KY,Garrard County,False,1,4,10632.0,9987.22,11079.77,12410.36,65631.64
AK,Bethel Census Area,False,1,2,19368.0,7370.99,13789.49,22122.64,55433.2
SD,Moody County,False,2,4,10776.0,13931.83,11949.15,13095.6,79100.52
NE,Thomas County,False,1,3,11628.0,9205.07,12374.59,18266.84,83429.62
MO,New Madrid County,False,1,4,9876.0,10133.55,12033.89,9999.15,48116.04
IL,Will County,True,1,3,20267.6688,9264.85,13662.8,22496.49,104613.04
MO,Jefferson County,True,2,2,10627.83912,9324.45,14911.71,13907.44,76963.7
IL,Washington County,False,1,2,9132.0,6452.07,13257.87,12113.94,80728.04
WY,Hot Springs County,False,1,1,9600.0,5183.45,12794.42,8131.52,78295.48
WY,Park County,False,2,2,10380.0,10253.89,11201.74,20585.63,76556.04
CO,Teller County,True,2,4,19800.0,15634.11,15183.77,20268.11,81644.99
TX,Cherokee County,False,2,1,8928.0,6912.7,14731.08,4724.28,59055.85
AK,Southeast Fairbanks Census Area,False,1,2,14520.0,6776.26,12710.36,19828.99,87256.59
MT,Treasure County,False,1,3,14964.0,9444.17,13857.32,18918.51,56957.02
TX,Mills County,False,2,1,8808.0,6415.55,13896.96,4695.48,63834.7
LA,Plaquemines Parish,True,2,2,16414.2732,9534.32,14256.95,12365.73,68485.19
MI,Eaton County,True,1,4,13860.6036,10828.63,9945.77,19897.86,80828.66
FL,Jackson County,False,2,2,8808.0,9654.25,11181.63,9623.07,53542.82
KS,McPherson County,False,1,0,6756.0,3288.92,16367.14,0.0,73652.18
RI,Bristol County,True,1,4,18142.8108,17303.87,14399.88,21046.87,115787.98
TX,Tyler County,False,2,3,11532.0,10249.66,13958.76,9316.04,62189.72
WV,Mingo County,False,1,4,10092.0,11450.55,11604.71,13244.49,45171.11
TX,Wharton County,False,2,3,12540.0,9261.3,14389.26,9702.39,63081.0
AZ,Maricopa County,True,2,0,12428.0964,5991.64,12504.83,0.0,78828.41
IN,Howard County,True,1,3,12228.0,8248.7,13470.9,20599.34,66264.16
MO,Jefferson County,True,2,1,10627.83912,7362.5,10367.12,7336.43,76963.7
OK,Roger Mills County,False,2,0,6840.0,6238.91,12693.02,0.0,63504.06
MS,Yazoo County,True,1,2,8916.0,7012.14,16473.57,7762.95,46371.46
MT,Musselshell County,False,1,3,14040.0,9474.05,15123.41,18846.01,53801.58
TX,Pecos County,False,1,3,15168.0,8756.78,12104.9,10420.92,62824.3
SC,Cherokee County,False,1,0,5712.0,2697.53,10896.3,0.0,52962.66
PA,Cameron County,False,2,0,6588.0,5611.21,13504.45,0.0,57366.72
WI,Green County,True,2,1,10296.0,6533.92,14778.12,10336.14,82011.57
MN,Freeborn County,False,1,2,8808.0,7258.58,15522.35,11193.47,66021.84
NE,Hamilton County,True,1,4,12444.0,10426.22,14245.8,21927.69,79762.82
MO,Shannon County,False,1,1,7944.0,4250.73,13584.37,4656.02,45796.44
KS,Geary County,False,2,3,15564.0,11457.65,13059.32,11531.15,59946.11
VA,Richmond city,True,2,3,16982.0508,11823.71,12425.73,17938.78,66234.39
IA,Harrison County,True,1,0,6414.34788,3112.54,13278.84,0.0,78711.35
MO,Howell County,False,2,2,7944.0,8065.2,15131.2,8745.67,48416.9
MT,Lake County,False,1,4,12828.0,12035.88,13417.13,17677.42,59389.57
NC,Rowan County,True,2,2,10692.0,8245.09,14812.33,13501.22,62372.5
KS,Rawlins County,False,2,1,8616.0,7338.82,15419.9,6006.1,73332.84
OH,Morgan County,False,1,4,10956.0,10023.8,15069.62,13531.57,51027.09
KY,Pike County,False,1,2,8532.0,6429.66,15399.86,10920.93,45432.95
KS,Grant County,False,1,0,6516.0,2822.03,12158.61,0.0,76556.04
SC,York County,True,1,1,12653.5248,4755.32,12054.4,6831.96,84222.33
NE,Saunders County,True,1,1,9324.0,5045.84,13667.3,8398.98,85891.95
IN,Vanderburgh County,True,1,1,10301.99712,4311.9,12018.1,10255.05,68162.77
WI,Oconto County,True,1,2,8880.0,6855.32,13200.14,15526.58,74126.57
MI,Baraga County,False,2,3,10956.0,12043.35,14307.7,15624.73,58696.46
WI,Richland County,False,1,1,8808.0,4785.9,13987.99,8416.1,65574.14
PA,Dauphin County,True,1,0,7755.29664,3361.54,9170.45,0.0,78421.79
MO,St. Charles County,True,1,0,9256.55268,3320.04,15089.42,0.0,103011.19
GA,Lee County,True,2,4,13928.3472,15230.94,15346.71,12197.32,81660.4
OR,Coos County,False,1,0,7116.0,3423.79,16111.39,0.0,60305.49
MS,Union County,False,1,4,10908.0,11157.88,12540.92,4613.26,58446.94
OH,Tuscarawas County,False,1,4,11928.0,10718.89,15509.83,14002.79,66737.53
IN,Rush County,False,2,0,6720.0,5268.83,13764.11,0.0,66211.8
MN,Hubbard County,False,2,2,8808.0,9774.18,12804.8,11170.14,69952.52
OH,Ashtabula County,False,2,2,8808.0,8514.93,11901.62,12081.62,59115.4
OK,Payne County,False,1,0,8016.0,3164.41,8483.24,0.0,65170.59
MS,DeSoto County,True,1,1,12334.6908,4525.96,13842.81,5816.53,81191.13
TX,Brazos County,True,2,2,11092.70652,8125.16,13746.77,11808.9,74160.46
IL,Kane County,True,1,0,12142.2228,3133.29,15899.25,0.0,97553.61
NV,White Pine County,False,1,1,9624.0,4770.61,14389.54,7502.14,74175.86
AL,Wilcox County,False,1,1,7608.0,4740.03,14263.2,4833.54,43576.45
ND,Cass County,True,2,0,8481.14136,6257.93,11559.76,0.0,90020.81
TX,Scurry County,False,2,1,10524.0,6983.72,15111.61,5111.15,69259.41
SC,Greenwood County,False,2,2,8664.0,8305.05,15596.69,6967.52,55565.66
NY,Richmond County,True,2,4,27676.002,16754.03,12778.45,39799.55,103213.48
GA,Irwin County,False,2,4,9672.0,13394.26,15925.5,8936.15,57502.26
AK,Bristol Bay Borough,False,2,0,10308.0,6075.89,13989.55,0.0,100848.7
TX,Shackelford County,False,1,1,8808.0,4449.51,12877.93,4732.07,56988.84
SC,Williamsburg County,False,1,1,8148.0,4556.54,14306.99,4165.24,48268.01
IA,Harrison County,True,2,1,9109.29708,7102.09,13615.76,8704.18,78711.35
KY,Breathitt County,False,2,4,10128.0,12767.11,14321.6,11912.17,38597.36
SD,Bennett County,False,2,3,10728.0,12043.35,13656.01,12941.39,52074.46
VA,Tazewell County,False,1,3,10464.0,8308.48,13143.94,12430.96,54892.07
NE,Washington County,True,2,2,9415.06344,9384.41,14035.03,18729.72,88770.14
MN,Ramsey County,True,1,4,20099.9712,12365.13,16083.44,25850.49,88227.98
VA,Norton city,False,1,3,10735.26348,8936.09,15538.79,12145.12,46095.25
VA,Danville city,False,2,3,10810.82808,9810.39,14739.56,12276.84,48837.9
ID,Payette County,False,1,0,7236.0,4170.8,14371.28,0.0,63818.27
OH,Knox County,False,1,1,9060.0,4128.41,13639.69,6907.0,70408.44
VA,Lynchburg city,True,1,0,7950.375,3122.91,15104.32,0.0,63529.73
NE,Hayes County,False,1,4,11304.0,11121.3,14464.18,18037.58,69551.04
VT,Orange County,False,2,0,8940.0,7779.62,14506.07,0.0,76865.12
WV,Marion County,False,2,0,7212.0,5649.26,12985.33,0.0,64717.77
AR,Jackson County,False,2,3,9756.0,10249.66,15443.49,10226.72,45415.49
IL,Vermilion County,True,2,0,7176.0,5287.86,12737.84,0.0,60739.84
SC,Marlboro County,False,1,4,11076.0,9767.72,13751.64,7728.38,44144.28
NE,Jefferson County,False,1,1,8808.0,4480.09,12968.94,6580.02,60008.74
SD,Roberts County,False,2,1,8628.0,7859.64,13992.36,5302.89,60754.21
AL,Lee County,True,1,1,9888.0,5443.39,13203.77,5445.76,74677.98
TX,Randall County,True,1,3,15963.9156,9952.24,12424.33,13299.06,86615.86
VA,Clarke County,True,1,3,18592.2132,10340.77,13413.84,18829.73,105748.71
KY,Metcalfe County,False,1,2,7956.0,5936.8,16017.21,10417.68,45157.75
AK,Bristol Bay Borough,False,2,3,17520.0,11459.65,14290.16,21123.28,100848.7
IA,Wright County,False,2,4,10668.0,13080.69,13347.0,11189.8,65311.27
WI,Milwaukee County,True,1,1,11358.5742,4449.51,11433.74,10847.27,66745.75
IA,Decatur County,False,1,3,10920.0,8398.14,15482.45,11640.84,57720.97
IL,White County,False,2,4,11208.0,12587.92,12649.91,13360.71,62773.98
KS,Haskell County,False,2,4,10716.0,12319.14,12914.55,9811.11,61469.91
NC,Anson County,False,2,1,8316.0,6628.62,11808.71,6378.86,52531.39
MO,Jackson County,True,2,4,15487.3092,13439.06,14503.21,16700.13,73465.3
MN,Hubbard County,False,1,0,5952.0,3382.29,12985.18,0.0,69952.52
GA,Haralson County,True,2,2,9468.0,9024.62,12189.03,10559.39,61775.91
KY,Owsley County,False,2,4,10056.0,12722.31,13192.38,11899.76,41319.48
KS,Riley County,True,1,1,10991.62872,5840.94,14028.3,9518.27,76325.01
MO,Stoddard County,False,2,4,9876.0,13259.87,10492.93,9990.35,53114.63
KS,Riley County,True,2,3,14578.7532,13983.46,18100.66,18026.04,76325.01
OK,Roger Mills County,False,2,1,8736.0,7764.95,15855.21,5997.35,63504.06
VA,Fauquier County,True,2,3,20692.116,13654.01,15199.08,19837.4,124632.04
MS,Kemper County,False,2,4,10284.0,13707.84,13332.45,4412.86,38361.2
WI,Oconto County,True,2,0,7044.0,5820.45,14652.11,0.0,74126.57
GA,Ware County,False,2,3,10368.0,10469.29,12876.74,9106.27,50313.45
TN,Williamson County,True,2,3,25354.5348,13434.37,13218.02,18543.19,130174.84
MO,Nodaway County,False,2,4,10752.0,14066.22,14022.03,10427.09,64310.11
GA,Seminole County,False,1,4,10656.0,11523.72,12313.48,9249.92,45536.66
LA,West Feliciana Parish,True,1,3,13127.9388,9862.58,11929.98,10810.06,88340.92
NC,Catawba County,True,1,0,7148.52096,3050.29,12566.03,0.0,65755.88
MD,Worcester County,True,1,2,11496.0,7684.23,18766.3,14651.96,82312.43
TX,Motley County,False,1,1,8808.0,4373.06,14340.38,4725.54,64889.25
MI,Iosco County,False,2,4,11760.0,13304.67,11971.43,16288.66,52030.3
OK,Ottawa County,False,1,3,11160.0,8906.21,13337.83,15969.56,50228.22
KS,Phillips County,False,2,4,10716.0,15141.34,11373.73,9720.44,64580.17
SC,Beaufort County,True,1,3,18768.0,10848.84,14231.94,13051.5,81559.77
TX,Jackson County,False,1,4,14352.0,9401.89,11715.63,9900.05,75600.07
PA,Columbia County,True,2,4,12480.0,13842.23,13899.39,20008.86,66716.99
TN,Humphreys County,False,2,3,10980.0,11054.99,14756.05,10216.84,57693.25
MD,Caroline County,False,1,4,14856.0,11413.97,13214.93,13654.0,71751.52
KY,Washington County,False,1,0,5796.0,2770.16,14876.21,0.0,66418.19
NY,Herkimer County,True,1,1,8604.66504,4357.77,12869.4,9475.13,71906.58
NE,Hamilton County,True,1,2,8808.0,6384.86,15182.46,18732.16,79762.82
NY,Richmond County,True,1,2,21870.2196,8378.73,16126.15,33676.54,103213.48
IN,Montgomery County,False,1,2,9228.0,6295.25,14028.23,12983.69,68813.77
MT,Powder River County,False,1,2,8808.0,7146.56,16620.85,14678.27,63172.39
GA,Douglas County,True,1,4,16717.6188,10974.97,13806.71,13539.33,75780.79
NJ,Union County,True,1,4,25622.9712,13060.21,12403.74,23126.37,97479.68
PA,Clearfield County,False,1,0,6144.0,3050.29,14406.47,0.0,62194.86
WI,Jefferson County,False,1,0,7140.0,3081.41,10935.69,0.0,81202.43
MI,Cheboygan County,False,2,4,11136.0,13394.26,14218.25,15570.1,58916.2
IN,Porter County,True,1,0,7643.46312,3237.04,14483.86,0.0,88405.62
VA,Frederick County,True,1,0,10633.8816,3320.04,14183.9,0.0,90785.8
OH,Gallia County,False,1,1,8808.0,3883.76,12609.81,6825.46,62229.77
TX,Erath County,False,2,3,13572.0,10688.93,11545.14,9714.32,76072.41
OK,Cherokee County,False,1,4,11280.0,11962.71,15348.47,16021.92,57644.99
TX,Hall County,False,1,0,6456.0,3122.91,12372.66,0.0,44923.64
SD,Jerauld County,False,2,0,7572.0,6010.66,13297.61,0.0,70915.69
NM,Quay County,False,2,4,11772.0,13663.04,13512.78,15310.18,47490.7
SD,Mellette County,False,1,0,6036.0,3631.29,13760.55,0.0,42499.3
OK,Love County,False,1,3,11040.0,9085.53,15294.78,15884.75,62842.78
TX,Moore County,False,2,3,12288.0,10286.26,13048.54,9638.05,60703.9
MT,Carter County,False,2,1,8808.0,7551.89,9660.77,6835.39,62636.39
VA,Northumberland County,False,2,2,9516.0,9984.05,13849.61,11645.38,73113.09
KS,Linn County,True,2,3,11351.68728,11421.05,15298.55,15620.6,64045.2
WI,Adams County,False,1,4,11664.0,11011.55,13237.83,17398.46,59595.96
WA,Jefferson County,False,2,4,16560.0,19979.4,11778.1,15200.86,68263.4
MO,Wayne County,False,1,4,10296.0,9987.22,14005.4,10209.23,44098.07
TX,Bastrop County,True,2,3,18399.2652,11201.41,12471.48,14492.71,78419.73
VA,Danville city,False,1,1,8184.00732,4097.83,13322.15,6682.55,48837.9
IA,Hamilton County,False,2,0,6936.0,5668.28,11299.99,0.0,77220.4
OH,Trumbull County,True,2,2,8772.52368,8305.05,10976.48,13691.22,61474.02
TN,Hardeman County,False,2,2,7956.0,8694.82,11781.03,8783.76,49873.97
ME,Knox County,False,2,1,10548.0,9564.15,14240.0,6612.54,73327.7
KY,Johnson County,False,1,0,5700.0,2894.66,14365.75,0.0,48332.7
SC,Orangeburg County,False,1,0,6984.0,2697.53,11030.66,0.0,49882.18
OR,Multnomah County,True,1,1,17992.5912,5473.97,12242.59,11128.2,89302.03
MN,Beltrami County,False,2,0,7248.0,5858.49,15006.33,0.0,64250.56
AR,Little River County,True,1,0,5916.0,3029.54,15328.22,0.0,61411.39
TN,Scott County,False,2,0,6048.0,5972.61,11636.87,0.0,46039.8
SD,Hanson County,False,2,2,8628.0,9714.21,16782.38,11402.17,78344.77
MI,Oakland County,True,1,2,14453.7072,7168.96,12223.2,19827.68,105708.66
TN,Trousdale County,True,1,4,13302.6792,11706.63,14548.35,12858.6,60821.99
CA,Mono County,False,2,4,21420.0,14558.98,13264.39,14199.32,73730.22
IL,Hardin County,False,1,0,5712.0,2749.41,12727.86,0.0,69518.18
KY,Nicholas County,False,2,1,7956.0,6510.25,14946.41,5883.48,50161.48
IL,Logan County,False,1,3,11256.0,7680.86,14886.42,13409.4,76454.39
WI,La Crosse County,True,2,3,14742.8232,11713.89,14423.47,19465.64,81392.39
MI,Lenawee County,False,2,1,9648.0,6652.29,15699.22,6883.57,69302.55
KS,Kingman County,True,1,3,12336.0,8876.32,15294.25,15911.79,77058.16
MO,Douglas County,False,2,3,9876.0,10725.53,12012.65,10354.07,47655.0
NC,Burke County,True,2,2,7809.31416,8155.14,13929.38,11917.13,57314.35
IL,Wabash County,False,2,4,11268.0,12677.51,12777.99,13406.63,72737.27
IL,Logan County,False,2,4,11256.0,11512.8,14076.81,13409.4,76454.39
IA,Audubon County,False,2,1,8580.0,7007.39,10133.49,6739.41,63626.25
KS,Norton County,False,2,2,8616.0,9744.2,10681.73,8954.46,68904.13
WA,Spokane County,True,2,3,17292.0,11604.08,8853.26,18079.53,75818.78
TX,Midland County,True,2,4,20760.0,13439.06,14897.64,15910.61,96750.63
NC,Wilkes County,False,1,1,8316.0,4143.7,14628.82,6494.04,57572.08
ID,Nez Perce County,True,2,4,14109.054,13439.06,9919.59,16074.87,75763.34
IN,Tippecanoe County,True,1,3,13947.0348,8726.89,14301.71,22649.51,76715.2
MA,Hampshire County,True,1,4,19907.5872,14816.21,12229.33,25972.19,98470.56
VA,Emporia city,False,1,0,5707.69488,2977.66,15271.09,0.0,37757.42
NE,Gosper County,False,2,2,8808.0,8874.71,15628.97,15270.62,83001.43
GA,Spalding County,True,2,3,13411.0044,10432.68,13408.47,12145.67,56829.69
MO,Dent County,False,1,4,10332.0,10645.72,13088.62,10209.88,54957.79
AL,Covington County,False,2,4,10152.0,13349.47,16242.26,14079.06,55480.44
AL,Marion County,False,1,4,10284.0,11523.72,14052.12,14220.11,49576.19
VA,Louisa County,False,1,3,14856.0,9653.37,14494.44,13971.63,74897.72
GA,Gwinnett County,True,1,4,19562.8428,10974.97,11606.42,14738.53,81718.92
OH,Defiance County,False,1,0,6684.0,2697.53,13230.5,0.0,72507.27
TN,Clay County,False,1,2,7956.0,6900.13,9309.94,8936.83,44759.35
IN,Union County,True,2,4,11496.0,13349.47,12931.16,20281.52,62174.32
MS,Rankin County,True,1,2,12240.294,7034.55,13529.13,9089.74,79464.02
AR,Faulkner County,True,2,2,9952.56888,8994.64,14479.91,13789.75,72333.73
MN,Pipestone County,False,2,3,12048.0,10871.96,11701.91,12643.99,71229.9
NY,Lewis County,False,2,0,8028.0,5763.38,14046.57,0.0,64184.84
GA,Crawford County,True,2,1,8305.8054,7102.09,15754.32,6042.86,61324.11
GA,Walton County,True,2,2,12223.218,9504.34,14126.03,11633.47,73772.32
CO,Pueblo County,True,1,0,7572.0,3112.54,13018.91,0.0,61752.29
KS,Dickinson County,False,2,1,8616.0,7338.82,12630.1,6080.07,65084.34
FL,Columbia County,False,2,0,7908.0,5554.15,11405.16,0.0,62543.97
NC,Yancey County,False,1,4,11016.0,11267.63,15420.47,11878.9,58108.09
LA,West Feliciana Parish,True,1,1,10308.99312,5045.84,12020.27,5956.26,88340.92
FL,Sumter County,True,2,4,15336.0,15454.92,13371.41,12467.51,72456.95
NJ,Passaic County,True,1,3,24188.8212,10460.31,9268.56,22712.91,84069.33
PA,Berks County,True,2,0,8892.0,6048.7,15074.4,0.0,79812.11
VA,Surry County,False,2,4,12312.0,13707.84,14342.67,12808.43,74658.47
NH,Hillsborough County,True,2,2,16934.5104,10553.71,13967.79,16390.26,103199.1
LA,Concordia Parish,False,2,0,7632.0,5972.61,11794.11,0.0,47373.64
WV,Barbour County,False,1,0,6924.0,2956.91,14592.17,0.0,53576.7
WV,Cabell County,True,2,4,13235.7792,12946.3,13422.13,18882.87,59372.11
ID,Twin Falls County,True,2,0,7776.0,5858.49,16935.12,0.0,64150.96
KS,Rawlins County,False,1,2,8616.0,6944.93,14948.8,8846.48,73332.84
LA,Ascension Parish,True,1,3,16422.4656,10101.67,12009.74,12126.54,95380.84
AL,Houston County,True,2,1,8737.75044,7670.26,9730.4,5131.56,62393.03
CA,El Dorado County,True,2,0,13926.1668,8502.42,14361.67,0.0,105534.1
SD,Oglala Lakota County,False,1,2,8628.0,7034.55,12668.84,10927.23,34518.81
MN,Meeker County,False,2,2,9060.0,9624.27,12339.02,11302.41,80453.88
IN,Noble County,False,2,4,11916.0,12408.73,13350.48,15237.77,68568.36
WI,Florence County,False,1,3,10956.0,8756.78,11304.6,17148.94,66101.93
OR,Hood River County,False,2,0,10992.0,7361.15,11464.61,0.0,79189.85
MN,Kandiyohi County,False,1,1,8928.0,4373.06,14702.88,6972.75,74805.3
ND,Mercer County,False,2,4,13908.0,14693.37,14485.26,14286.8,100491.36
LA,Orleans Parish,True,2,3,16421.8224,13434.37,15057.67,11961.22,62954.7
MT,McCone County,False,1,4,12468.0,12730.96,13144.19,17353.85,64176.63
NE,Chase County,False,1,4,11196.0,11194.47,15077.53,18012.02,65962.28
IN,Montgomery County,False,1,0,6084.0,2915.41,13530.78,0.0,68813.77
TX,Comal County,True,2,4,19377.708,13618.25,13530.5,14960.68,96273.16
KS,Haskell County,False,2,0,6540.0,5230.79,14637.43,0.0,61469.91
ID,Adams County,False,1,3,12348.0,9743.03,12977.47,13658.43,58539.35
KS,Pratt County,False,1,3,12000.0,8667.12,13906.3,10306.45,67682.21
MS,Chickasaw County,False,2,1,8208.0,7125.76,14743.13,2780.49,47624.19
GA,Treutlen County,False,1,0,6084.0,3091.79,13512.37,0.0,50714.94
MN,Steele County,False,1,2,9168.0,6541.68,14938.54,11772.41,83825.97
MN,Mahnomen County,False,2,3,10956.0,11567.47,17002.3,12392.22,55191.9
AR,Howard County,False,1,4,10200.0,10718.89,13034.97,10306.13,51798.24
OH,Belmont County,True,2,2,8695.06644,8305.05,14315.76,13763.72,67819.8
MO,Laclede County,False,1,1,7944.0,3990.8,11837.3,4837.75,57723.03
NC,Gaston County,True,2,1,10742.58468,6746.98,11118.23,8792.52,66341.18
KY,Fayette County,True,1,0,7834.16676,3185.16,14002.87,0.0,79075.88
MT,Rosebud County,False,2,4,11940.0,14245.4,15011.57,17184.53,71449.64
MI,Mackinac County,False,2,1,8808.0,6983.72,15386.6,6759.89,59829.05
TX,Crockett County,False,1,4,11628.0,9365.31,11138.34,9280.94,58550.65
NJ,Sussex County,True,2,1,20458.8588,9493.13,12971.22,11603.77,112331.69
OK,Carter County,False,1,2,9372.0,6586.49,12350.24,14036.87,64578.12
MI,Van Buren County,True,1,2,9382.01364,6205.63,12441.53,16118.14,68771.67
TX,McLennan County,True,1,3,15024.0,7650.97,13450.7,12936.46,64409.72
IN,Hendricks County,True,2,1,13106.8728,6983.72,15671.18,11794.59,96064.71
AL,Cleburne County,False,1,4,10704.0,11121.3,16580.31,14030.38,58880.26
ND,Morton County,True,1,2,10516.38132,7168.96,13521.35,28080.56,95589.29
CA,Kern County,True,1,4,16656.0,11121.3,15563.89,13281.65,61059.18
GA,Lincoln County,True,1,2,8088.0,6855.32,15014.73,9609.11,60183.3
AZ,Navajo County,False,1,0,7044.0,3071.04,13734.38,0.0,50256.97
MS,Tippah County,False,2,4,11040.0,13752.64,13066.65,4478.88,49723.02
OH,Williams County,False,2,4,11208.0,12587.92,9988.8,13537.82,65876.02
NJ,Cape May County,True,2,4,21156.0,16888.42,15105.75,20638.98,85940.2
MI,Oakland County,True,1,0,9603.65484,3320.04,15271.52,0.0,105708.66
IA,Hamilton County,False,1,1,9048.0,4556.54,11664.71,7004.33,77220.4
AR,Little River County,True,1,2,7848.0,6541.68,12937.4,12569.04,61411.39
NY,Tompkins County,True,1,2,15228.0,7841.05,13411.11,28613.18,88545.27
MD,St. Mary's County,True,2,0,13224.0,6295.97,12965.63,0.0,110684.66
AZ,Mohave County,True,2,0,8700.0,5953.59,15563.03,0.0,55873.71
PA,Sullivan County,False,1,4,12432.0,11487.13,16069.0,17125.53,63727.91
LA,Evangeline Parish,False,1,3,11052.0,9503.94,15601.74,8360.42,43795.16
ME,Lincoln County,False,1,3,13812.0,12642.03,13855.85,12644.24,74519.84
SC,Hampton County,False,2,3,11424.0,12555.83,17779.7,7909.17,45242.98
MS,Bolivar County,False,2,3,10524.0,11128.2,10738.47,4457.16,41026.84
TN,Tipton County,True,2,2,9627.36036,9564.3,14519.4,11290.01,71070.73
MN,Murray County,False,1,3,12600.0,9025.75,14493.16,12714.59,78937.25
CO,Weld County,True,1,4,20328.0,12438.3,10806.25,20615.65,86818.14
HI,Honolulu County,True,2,2,24876.0,13846.24,14074.46,19745.87,103898.37
MI,Manistee County,False,1,0,6504.0,3330.41,13225.87,0.0,62706.21
ND,Sioux County,True,2,3,10956.0,11860.32,15759.19,30385.01,43762.3
NC,Camden County,False,1,2,13092.0,6989.74,13869.58,12728.57,77878.59
MO,Clay County,True,1,2,12293.436,6944.93,16363.71,15046.1,87918.9
TX,Kimble County,False,1,3,11256.0,7740.63,14162.65,9295.74,58644.09
AR,Van Buren County,False,2,3,10452.0,10835.35,13790.25,10432.72,49406.76
WI,Columbia County,True,1,4,15672.0,10462.8,12449.19,19280.14,85408.31
IA,Howard County,False,2,1,8580.0,7102.09,14614.0,6871.38,70660.01
NM,Catron County,False,2,0,6996.0,5649.26,13652.13,0.0,55726.88
TX,Midland County,True,2,3,20760.0,10981.77,12175.16,15910.61,96750.63
MO,Reynolds County,False,1,1,7944.0,4342.48,13608.59,4656.02,52138.12
IL,Will County,True,1,4,20267.6688,11340.8,12418.01,22496.49,104613.04
IA,Jefferson County,False,1,4,12300.0,9877.47,16181.52,12087.46,61532.55
OH,Wood County,True,2,1,10093.65972,6889.03,15053.75,8636.22,85241.96
TN,Crockett County,True,1,2,8076.0,6653.69,13351.49,10593.03,57668.61
NM,Eddy County,False,2,4,17616.0,13887.03,14790.78,18363.04,76509.84
GA,Fannin County,False,2,4,11712.0,14111.01,12457.2,9462.47,62070.61
